0,1,2,3,4,5,6,7,8,9,10,11,id
12.06,16.2,28.58,43.89,55.49,65.26,72.08,69.86,59.52,46.48,29.79,17.04,3902
9.47,14.09,27.46,43.31,55.64,65.27,71.07,68.79,59.01,46.1,28.97,15.15,3903
21.65,23.58,30.82,41.02,50.78,60.51,67.92,66.05,56.32,44.99,32,24.05,3904
20.86,24.37,33.59,45.56,55.91,65.92,73.57,71.62,61.31,48.64,33.94,23.93,3905
15.99,19.99,31.45,45.69,56.91,66.98,74.21,72,61.81,48.67,32.42,20.26,3906
12,16.63,29.35,44.55,56.56,66.28,72.16,69.77,60.25,47.29,30.66,17.16,3907
20.02,23.47,33.42,46.3,57.19,67.21,74.47,72.26,62.5,49.64,34.21,23.34,3908
16.12,20.54,32.53,46.9,58.49,68.34,74.13,71.66,62.35,49.64,33.49,20.6,3909
37,39.68,47.66,56.58,65.15,72.51,75.6,74.69,69.28,57.83,46.86,38.91,4001
36.27,38.91,47.28,56.32,64.63,71.95,75.05,74.15,68.64,57.44,46.53,38.49,4002
37.54,40.41,49.04,58.31,66.68,74.51,77.81,76.79,70.82,59.27,48.07,39.87,4003
37.83,41.05,49.96,59.67,68.4,76.37,79.55,78.32,71.99,60.51,48.93,40.43,4004
37.6,41.4,48.9,58.15,67.1,75.91,79.17,77.93,70.71,59.76,47.21,38.67,4101
41.18,45.21,53.17,62.62,71.08,79.48,83.03,82.28,74.74,63.83,51.47,42.63,4102
44.02,48.05,55.74,64.47,72.24,80.1,83.81,83.77,76.91,66.27,54.53,46.09,4103
46.99,50.49,57.66,65.46,72.89,79.8,82.73,82.7,77.12,67.08,56.27,48.75,4104
44.77,49.01,55.76,64.08,72.21,79.39,80.09,79,73.43,64.22,52.75,45.34,4105
46.47,50.47,57.81,65.96,73.45,80.1,82.5,82.27,76.22,66.57,55.29,47.63,4106
51.55,55.01,61.84,69.08,75.72,81.61,83.91,84.17,79.3,70.7,60.54,53.25,4107
52.51,55.42,61.74,68.65,75.39,81.04,83.01,83.12,79.05,70.76,61.1,54.38,4108
54.5,58.44,65.41,72.72,78.78,83.78,85.49,85.69,81.01,73.05,63.04,55.76,4109
59.27,62.67,68.69,75.01,80.08,83.93,85.12,85.57,82.04,75.6,67.19,60.72,4110
26.89,32.34,39.64,47.38,56.43,66.24,74.85,72.52,62.72,50.21,37.46,28.23,4201
38.65,42.88,48.41,55.76,64.61,74.52,80.71,78.82,71.53,60.07,47.58,39.14,4202
25.74,30.41,37.66,45.77,54.68,64.07,72.61,70.51,61.03,48.88,36.47,27.37,4203
26.34,29.87,35.85,43.2,51.96,61.62,68.45,66.23,58.44,47.28,35.63,27.27,4204
20.6,23.32,29.5,37.76,46.45,55.13,62.81,60.95,52.46,41.77,29.65,21.54,4205
19.1,24.96,35.27,44.72,54.24,63.8,70.66,68.19,59.3,47.22,33.02,21.53,4206
27.69,33.68,41.75,50.09,59.61,69.81,76.2,73.53,65.09,52.77,39.31,29.19,4207
13.82,15.38,25.8,38.92,51.5,60.37,65.24,62.93,55.53,44.45,32.31,19.2,4301
16.69,17.93,28.11,41.14,53.35,62.07,66.99,64.66,57.35,46.27,34.48,22.07,4302
17.68,19.09,28.88,41.16,53.08,61.53,66.45,64.12,56.9,46.02,34.52,22.47,4303
38.09,39.61,47.46,56.61,65.92,73.88,77.96,76.42,70.65,59.67,49.21,40.61,4401
36.42,38.34,46.51,55.95,65.09,72.96,76.89,75.3,68.99,57.6,47.26,38.59,4402
35.56,37.52,45.64,55.14,64.11,71.73,75.36,73.98,67.77,56.72,46.2,37.67,4403
32.04,33.97,42.63,52.61,62.29,70.27,74.38,72.64,66.28,54.95,44.24,34.85,4404
31.92,33.98,42.21,51.89,61.25,68.5,72.18,70.71,64.57,53.91,43.07,34.41,4405
32.97,35.17,42.98,52.07,60.84,68.02,71.29,70.23,64.66,53.74,43.26,35.09,4406
37.48,39.5,41.6,45.53,50.65,55.02,59.17,59.78,56.53,49.52,42.24,38.5,4501
38.61,40.99,43.79,48.1,53.24,57.56,61.15,61.25,57.28,50.49,43.76,39.97,4502
38.22,40.96,43.98,48.62,54.14,58.8,63.07,63.05,58.52,51.07,43.6,39.5,4503
35.2,37.98,40.79,45.57,51.21,56.04,61.26,61.47,56.87,48.84,40.66,36.46,4504
28.17,31.31,34.53,40.08,46.16,51.54,58.04,58.07,52.66,43.84,34.54,29.68,4505
24.14,28.17,33.34,40.14,47.32,53.44,60.61,60.09,53.09,42.86,31.82,25.78,4506
24.15,30.06,38.43,46.82,54.81,61.43,68.7,67.66,59.11,47.46,34.42,26.65,4507
28.75,34.85,42.54,49.77,57.58,64.42,71.5,70.07,61.69,50.5,38.12,30.77,4508
22.47,27.56,34.78,43.04,51.05,57.33,64.62,63.54,55.24,43.9,31.57,24.67,4509
28.69,33.4,39.58,46.3,53.59,60.14,67.74,66.72,58.68,48.28,37.03,30.67,4510
29.75,31.85,40.87,51.39,61.3,69.37,73.21,71.78,65.61,53.89,42.47,33.05,4601
30.55,32.6,41.39,51.62,61.25,69.03,72.74,71.35,65.37,53.78,42.59,33.68,4602
33.17,35.52,44.14,54.15,63.3,71,74.63,73.46,67.41,55.88,44.76,35.94,4603
28.43,30.43,38.74,48.67,58.04,65.24,68.76,67.5,61.79,51.07,40.17,31.3,4604
32.02,34.25,42.36,51.94,61,68.22,71.64,70.48,64.68,53.7,42.88,34.28,4605
29.96,32.04,40.68,50.89,60.8,68.54,72.54,70.9,64.53,53.28,42.35,32.95,4606
9.26,13.28,25.92,41.24,53.43,62.8,67.82,65.28,56.64,45.06,29.5,15.25,4701
10.16,13.44,25.26,40.31,52.78,62.15,66.7,64.18,55.95,44.51,29.37,15.81,4702
12.31,15.07,26.24,40.47,52.74,62.21,66.86,64.37,56.36,44.97,30.55,17.88,4703
12.42,16.56,29.4,44.58,56.54,65.94,70.63,68.09,59.58,47.74,32.18,18.2,4704
13.99,17.41,29.42,44.02,55.96,65.4,70.02,67.44,59.21,47.55,32.81,19.52,4705
16.12,18.67,29.63,42.77,54.22,64.09,69.23,67.11,59.36,47.97,34.05,21.58,4706
16.24,20.18,32.22,46.16,57.72,67.09,71.69,69.28,61.18,49.43,34.57,21.59,4707
17.4,20.69,32.32,45.85,57.41,66.92,71.52,69.15,61.33,49.62,35.29,22.55,4708
18.87,21.77,32.68,45.19,56.37,66.24,71.34,69.29,61.66,50.11,36.11,23.92,4709
15.76,18.92,24.67,33.61,42.45,50.44,58.11,56.34,47.66,37.36,24.76,17.04,4801
15.08,18.37,23.96,33.17,42.3,50.1,57.86,56.12,47.7,37.27,24.36,16.05,4802
16.58,19.81,27.48,37.25,46.67,55.58,63.11,60.94,51.83,40.76,27.28,18.17,4803
18.48,22.59,30.47,40.01,49.2,58.31,66.04,63.88,53.83,42.64,29.38,20.72,4804
20.34,23.62,31.4,41.41,50.83,60.39,68.48,66.68,56.24,44.6,31.24,22.5,4805
19.73,22.85,30.91,41.62,51.28,61.08,69.07,67.13,56.72,44.92,31.19,22.3,4806
20.82,24.35,32.36,42.69,52.32,62.67,70.49,68.5,57.93,45.7,31.94,23.07,4807
23.31,25.72,32.45,41.49,50.88,60.99,68.3,66.36,56.76,45.22,32.62,24.76,4808
17.92,21.91,29.37,38.55,48.02,57.2,64.96,62.94,53.17,41.86,28.24,19.51,4809
18.8,21.67,28.53,37.85,47.55,57.37,64.78,62.75,53.28,41.9,28.72,20.15,4810
-12.85,-14,-10.05,5.41,26.06,44.02,49.74,44.31,32.94,14.56,-1.52,-11.3,5001
3.05,4.58,8.59,21.35,37.2,49.37,53.25,50.51,42.14,27.56,13.7,4.48,5002
-3.74,1.44,9.19,25.47,42.45,54.34,56.67,51.65,41.24,23.52,6.32,-2.06,5003
-11.38,-7.31,2.92,20.76,40.73,54.57,56.84,50.6,37.94,18.48,-0.97,-8.68,5004
-1.05,4.45,11.24,25.13,38.62,48.64,51.66,47.85,38.21,23.11,7.74,1.25,5005
13.47,17.12,20.74,29.72,39.53,48.17,51.67,49.8,41.9,30.48,19.91,14.82,5006
14.54,17.55,20.47,30.41,40.65,49.06,52.98,51.75,44.93,32.99,22.76,15.51,5007
22.89,24.49,26.47,32.89,39.99,46.51,50.83,51.09,45.44,36.14,28.47,22.95,5008
18.55,21.22,24.65,31.27,38.93,45.57,48.92,48.43,42.54,33.96,24.6,20.47,5009
15.36,18.12,22.83,31.09,40.1,47.08,49.98,49.2,42.23,32.76,22.47,17.55,5010
20.48,22.77,27.09,33.77,41.22,47.58,49.24,49.4,43.97,36.36,27.07,22.67,5011
27.94,29.49,32.77,38.31,45.3,51.04,53.76,54.24,49.16,41.26,33.12,29.04,5012
27.68,27.89,28.83,33.4,38.84,44.76,49.31,50.99,46.8,39.33,33.36,29,5013
